municipality_id,internal_item_id,coverage_status,mapping_branch_count,branch_completeness_confirmed,evidence_scope,source_id,出典URL,出典ページ・該当箇所,reviewed_date,reviewed_by,notes
M006,I018,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,もやせるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M006,I019,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I020,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I021,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I022,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I023,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,もやせないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M006,I024,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I025,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I026,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I027,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,使用済乾電池等,,,機械抽出。品目別調査と条件枝レビューは未完了。
M006,I028,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I029,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I030,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,使用済乾電池等,,,機械抽出。品目別調査と条件枝レビューは未完了。
M006,I031,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I032,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,缶類,,,機械抽出。品目別調査と条件枝レビューは未完了。
M006,I033,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I034,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,もやせないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M006,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I036,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I037,MAPPED_INITIAL,3,FALSE,CATEGORY_LEVEL,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M006,I038,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,収集しないもの,,,機械抽出。品目別調査と条件枝レビューは未完了。
M006,I039,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M006,I040,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I001,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I002,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I003,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I004,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I005,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I006,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I007,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I008,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I009,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I010,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,プラスチック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I011,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,プラスチック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I012,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I013,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I014,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I015,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I016,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I017,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I018,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-01,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,燃やせるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I019,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I020,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I021,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I022,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I023,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-01,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,燃やせないごみ・燃やせない粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I024,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I025,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I026,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,プラスチック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I027,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,有害ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I028,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I029,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I030,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,有害ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I031,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I032,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,有害ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I033,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I034,MAPPED_INITIAL,4,FALSE,CATEGORY_LEVEL,S-M007-01,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,燃やせないごみ・燃やせない粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M007,I036,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-01,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,燃やせる粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I037,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M007-03,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/3552.html,小型家電・乾電池,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I038,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-03,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/3552.html,小型家電・乾電池,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I039,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M007-01,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,使用済み食用油,,,機械抽出。品目別調査と条件枝レビューは未完了。
M007,I040,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I001,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I002,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I003,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I004,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I005,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,資源回収（空き缶）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I006,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,資源回収（ガラスびん）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I007,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I008,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I009,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I010,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I011,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I012,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I013,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I014,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I015,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I016,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I017,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I018,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,可燃ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I019,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I020,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I021,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,資源回収（布類）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I022,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I023,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,不燃ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I024,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I025,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I026,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I027,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,有害ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I028,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I029,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I030,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,有害ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I031,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I032,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I033,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I034,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,不燃ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I036,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I037,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I038,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M008-02,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M008,I039,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M008,I040,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I001,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,ペットボトル,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I002,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I003,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I004,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I005,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,缶類,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I006,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,びん類,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I007,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I008,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I009,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I010,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I011,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I012,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I013,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I014,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I015,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I016,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I017,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I018,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I019,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I020,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I021,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I022,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I023,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I024,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I025,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I026,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I027,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,廃乾電池,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I028,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I029,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I030,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,水銀含有ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I031,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I032,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I033,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I034,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,もやせないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I036,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I037,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M009-02,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M009,I038,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I039,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M009,I040,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I001,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,ペットボトル,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I002,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I003,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I004,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I005,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I006,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,びん缶類,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I007,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,白色トレイ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I008,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I009,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I010,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I011,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I012,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I013,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,新聞,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I014,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,ダンボール,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I015,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,雑誌・その他の紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I016,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I017,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,紙パック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I018,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,焼却ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I019,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I020,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I021,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,布類,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I022,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I023,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,不燃ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I024,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I025,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,びん缶類,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I026,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I027,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（電池類）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I028,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（電池類）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I029,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（電池類）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I030,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I031,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I032,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I033,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,危険ごみ（その他危険ごみ）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I034,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I036,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I037,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I038,MAPPED_INITIAL,3,FALSE,CATEGORY_LEVEL,S-M010-01,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,不燃ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M010,I039,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M010,I040,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I001,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,ペットボトル,,,機械抽出。品目別調査と条件枝レビューは未完了。
M011,I002,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I003,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M011,I004,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M011-02,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,アルミ缶・スチール缶,,,機械抽出。品目別調査と条件枝レビューは未完了。
