lesson_variant_group_id,municipality_id,internal_item_id,teaching_box_id,condition,preparation,exception_destination,evidence_source_id,evidence_url,evidence_locator,review_status,checked_date,reviewer,note
LV-M100-01,M100,I033,TB-M100-01-04,中身を使い切った使い捨てライター,火気のない場所でガスを使い切る,ガスを抜けない場合は自治体窓口へ相談,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「使い捨てライター」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I001,TB-M100-02-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「ペットボトル」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I004,TB-M100-02-02,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「カン・ビン・乾電池・金属・小型家電」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I006,TB-M100-02-02,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「カン・ビン・乾電池・金属・小型家電」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I007,TB-M100-02-05,汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,汚れが落ちないもの・回収BOX対象外は別区分,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「容器包装プラスチックごみ」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I013,TB-M100-02-03,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「新聞・古着・紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I014,TB-M100-02-04,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「雑誌・ダンボール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I017,TB-M100-02-03,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「新聞・古着・紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I029,TB-M100-02-02,家庭用モバイルバッテリー,端子を絶縁する,破損・膨張品は通常BOXへ入れず公式窓口へ相談,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「カン・ビン・乾電池・金属・小型家電」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I031,TB-M100-02-06,割れていない一般的な電球,割れないよう保護する,割れたもの・蛍光管・LEDは自治体条件を確認,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「埋立ごみ」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-02,M100,I033,TB-M100-02-06,中身を使い切った使い捨てライター,火気のない場所でガスを使い切る,ガスを抜けない場合は自治体窓口へ相談,S-M100-02,https://www.city.fuchu.hiroshima.jp/material/files/group/29/1306031415.pdf,1頁 上下地区記号凡例「埋立ごみ」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I001,TB-M120-01-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M120-01,https://www.city.hagi.lg.jp/soshiki/32/h62019.html,50音順品目別一覧「ペットボトル」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I004,TB-M120-01-01,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M120-01,https://www.city.hagi.lg.jp/soshiki/32/h62019.html,50音順品目別一覧「アルミ缶」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I006,TB-M120-01-01,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M120-01,https://www.city.hagi.lg.jp/soshiki/32/h62019.html,50音順品目別一覧「ガラスびん」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I007,TB-M120-01-02,汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,汚れが落ちないもの・回収BOX対象外は別区分,S-M120-01,https://www.city.hagi.lg.jp/soshiki/32/h62019.html,50音順品目別一覧「白色食品トレー」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I013,TB-M120-01-01,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M120-01,https://www.city.hagi.lg.jp/soshiki/32/h62019.html,50音順品目別一覧「新聞」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I014,TB-M120-01-01,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M120-01,https://www.city.hagi.lg.jp/soshiki/32/h62019.html,50音順品目別一覧「段ボール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I017,TB-M120-01-01,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M120-01,https://www.city.hagi.lg.jp/soshiki/32/h62019.html,50音順品目別一覧「紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I029,TB-M120-01-03,家庭用モバイルバッテリー,端子を絶縁する,破損・膨張品は通常BOXへ入れず公式窓口へ相談,S-M120-03,https://www.city.hagi.lg.jp/soshiki/32/h67254.html,ページ本文「モバイルバッテリー」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I031,TB-M120-01-04,割れていない一般的な電球,割れないよう保護する,割れたもの・蛍光管・LEDは自治体条件を確認,S-M120-01,https://www.city.hagi.lg.jp/soshiki/32/h62019.html,50音順品目別一覧「電球」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M120-01,M120,I033,TB-M120-01-03,中身を使い切った使い捨てライター,火気のない場所でガスを使い切る,ガスを抜けない場合は自治体窓口へ相談,S-M120-01,https://www.city.hagi.lg.jp/soshiki/32/h62019.html,50音順品目別一覧「使い捨てライター」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I001,TB-M123-01-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M123-03,https://www.city.iwakuni.lg.jp/soshiki/23/1572.html,「出し方」4 回収協力店等の回収ボックス,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I004,TB-M123-01-02,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M123-04,https://www.city.iwakuni.lg.jp/soshiki/23/46208.html,対象品6「アルミ缶」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I006,TB-M123-01-03,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M123-01,https://www.city.iwakuni.lg.jp/soshiki/23/113972.html,カレンダー「びん類」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I007,TB-M123-01-01,汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,汚れが落ちないもの・回収BOX対象外は別区分,S-M123-02,https://www.city.iwakuni.lg.jp/soshiki/23/1585.html,「出し方」地域別表,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I013,TB-M123-01-02,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M123-04,https://www.city.iwakuni.lg.jp/soshiki/23/46208.html,対象品1「新聞紙類」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I014,TB-M123-01-02,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M123-04,https://www.city.iwakuni.lg.jp/soshiki/23/46208.html,対象品4「段ボール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I017,TB-M123-01-02,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M123-04,https://www.city.iwakuni.lg.jp/soshiki/23/46208.html,対象品3「紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I029,TB-M123-01-01,家庭用モバイルバッテリー,端子を絶縁する,破損・膨張品は通常BOXへ入れず公式窓口へ相談,S-M123-05,https://www.city.iwakuni.lg.jp/soshiki/23/1569.html,モバイルバッテリー等の出し方,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I031,TB-M123-01-04,割れていない一般的な電球,割れないよう保護する,割れたもの・蛍光管・LEDは自治体条件を確認,S-M123-06,https://www.city.iwakuni.lg.jp/soshiki/23/47985.html,品目例「白熱球・LED」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-01,M123,I033,TB-M123-01-05,中身を使い切った使い捨てライター,火気のない場所でガスを使い切る,ガスを抜けない場合は自治体窓口へ相談,S-M123-05,https://www.city.iwakuni.lg.jp/soshiki/23/1569.html,品目例「ライター」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I001,TB-M123-02-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M123-03,https://www.city.iwakuni.lg.jp/soshiki/23/1572.html,「出し方」4 回収協力店等の回収ボックス,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I004,TB-M123-02-02,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M123-04,https://www.city.iwakuni.lg.jp/soshiki/23/46208.html,対象品6「アルミ缶」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I006,TB-M123-02-03,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M123-01,https://www.city.iwakuni.lg.jp/soshiki/23/113972.html,カレンダー「びん類」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I007,TB-M123-02-04,プラマークのある、汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,店頭回収BOXも可。プラマークなしは金属類及び破砕ごみ、汚れたものは焼却ごみ,S-M123-02,https://www.city.iwakuni.lg.jp/soshiki/23/1585.html,「出し方」地域別表,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I013,TB-M123-02-02,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M123-04,https://www.city.iwakuni.lg.jp/soshiki/23/46208.html,対象品1「新聞紙類」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I014,TB-M123-02-02,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M123-04,https://www.city.iwakuni.lg.jp/soshiki/23/46208.html,対象品4「段ボール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I017,TB-M123-02-02,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M123-04,https://www.city.iwakuni.lg.jp/soshiki/23/46208.html,対象品3「紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I029,TB-M123-02-01,家庭用モバイルバッテリー,端子を絶縁する,破損・膨張品は通常BOXへ入れず公式窓口へ相談,S-M123-05,https://www.city.iwakuni.lg.jp/soshiki/23/1569.html,モバイルバッテリー等の出し方,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I031,TB-M123-02-05,割れていない一般的な電球,割れないよう保護する,割れたもの・蛍光管・LEDは自治体条件を確認,S-M123-06,https://www.city.iwakuni.lg.jp/soshiki/23/47985.html,品目例「白熱球・LED」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M123-02,M123,I033,TB-M123-02-06,中身を使い切った使い捨てライター,火気のない場所でガスを使い切る,ガスを抜けない場合は自治体窓口へ相談,S-M123-05,https://www.city.iwakuni.lg.jp/soshiki/23/1569.html,品目例「ライター」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I001,TB-M127-01-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「ペットボトル」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I004,TB-M127-01-02,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「アルミ缶」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I006,TB-M127-01-03,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「ガラスびん」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I007,TB-M127-01-04,汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,汚れが落ちないもの・回収BOX対象外は別区分,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「白色食品トレー」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I013,TB-M127-01-05,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「新聞」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I014,TB-M127-01-05,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「段ボール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I017,TB-M127-01-06,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I029,TB-M127-01-04,家庭用モバイルバッテリー,端子を絶縁する,破損・膨張品は通常BOXへ入れず公式窓口へ相談,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「モバイルバッテリー」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I031,TB-M127-01-01,割れていない一般電球,割れないよう保護する,割れた電球は「その他のごみ」,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「電球」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-01,M127,I033,TB-M127-01-07,中身を使い切った使い捨てライター,火気のない場所でガスを使い切る,ガスを抜けない場合は自治体窓口へ相談,S-M127-02,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemine.pdf,分別一覧「使い捨てライター」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I001,TB-M127-02-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「ペットボトル」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I004,TB-M127-02-02,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「アルミ缶」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I006,TB-M127-02-03,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「ガラスびん」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I007,TB-M127-02-04,汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,汚れが落ちないもの・回収BOX対象外は別区分,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「白色食品トレー」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I013,TB-M127-02-05,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「新聞」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I014,TB-M127-02-06,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「段ボール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I017,TB-M127-02-07,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I029,TB-M127-02-04,家庭用モバイルバッテリー,端子を絶縁する,破損・膨張品は通常BOXへ入れず公式窓口へ相談,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「モバイルバッテリー」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I031,TB-M127-02-08,割れていない一般的な電球,割れないよう保護する,割れたもの・蛍光管・LEDは自治体条件を確認,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「電球」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-02,M127,I033,TB-M127-02-08,中身を使い切った使い捨てライター,火気のない場所でガスを使い切る,ガスを抜けない場合は自治体窓口へ相談,S-M127-03,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidemitou.pdf,分別一覧「使い捨てライター」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-03,M127,I001,TB-M127-03-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M127-04,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidesyuuhou.pdf,分別一覧「ペットボトル」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-03,M127,I004,TB-M127-03-02,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M127-04,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidesyuuhou.pdf,分別一覧「アルミ缶」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-03,M127,I006,TB-M127-03-03,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M127-04,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidesyuuhou.pdf,分別一覧「ガラスびん」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-03,M127,I007,TB-M127-03-04,汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,汚れが落ちないもの・回収BOX対象外は別区分,S-M127-04,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidesyuuhou.pdf,分別一覧「白色食品トレー」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-03,M127,I013,TB-M127-03-01,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M127-04,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidesyuuhou.pdf,分別一覧「新聞」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-03,M127,I014,TB-M127-03-01,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M127-04,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidesyuuhou.pdf,分別一覧「段ボール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M127-03,M127,I017,TB-M127-03-05,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M127-04,https://www2.city.mine.lg.jp/material/files/group/11/R6_guidesyuuhou.pdf,分別一覧「紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
