municipality_id,prefecture,municipality_name,implementation_status,priority_status,priority_basis,company_link_status,readiness_status_snapshot,checked_date,note
M112,広島県,安芸太田町,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M113,広島県,北広島町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M114,広島県,大崎上島町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M115,広島県,世羅町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M116,広島県,神石高原町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M117,山口県,下関市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M118,山口県,宇部市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M119,山口県,山口市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M120,山口県,萩市,IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M121,山口県,防府市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M122,山口県,下松市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M123,山口県,岩国市,IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M124,山口県,光市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M125,山口県,長門市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M126,山口県,柳井市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M127,山口県,美祢市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M128,山口県,周南市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M129,山口県,山陽小野田市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M130,山口県,周防大島町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M131,山口県,和木町,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M132,山口県,上関町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M133,山口県,田布施町,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M134,山口県,平生町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M135,山口県,阿武町,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M136,徳島県,吉野川市,IMPLEMENTED,PRIORITY,USER_SPECIFIED_MASTER_36,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M137,香川県,綾川町,NOT_IMPLEMENTED,PRIORITY,USER_SPECIFIED_MASTER_36,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M138,香川県,多度津町,NOT_IMPLEMENTED,PRIORITY,USER_SPECIFIED_MASTER_36,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M139,香川県,丸亀市,IMPLEMENTED,PRIORITY,USER_SPECIFIED_MASTER_36,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M140,香川県,三豊市,NOT_IMPLEMENTED,PRIORITY,USER_SPECIFIED_MASTER_36,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M141,福岡県,小竹町,NOT_IMPLEMENTED,PRIORITY,USER_SPECIFIED_MASTER_36,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M142,福岡県,北九州市,NOT_IMPLEMENTED,PRIORITY,USER_SPECIFIED_MASTER_36,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M143,大分県,佐伯市,NOT_IMPLEMENTED,PRIORITY,USER_SPECIFIED_MASTER_36,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
